bank_txn_id,timestamp,amount,direction,merchant,reference,payment_method
SYNTH-BANK-000237,2026-06-20 08:21:00,1912.71,DEBIT,METRO RETAIL,UPI521067,WALLET
SYNTH-BANK-000238,2026-06-05 11:05:00,232.82,CREDIT,ZOMATO,UPI825194,NETBANKING
SYNTH-BANK-000239,2026-05-28 03:24:00,3899.4,CREDIT,NYKAA.COM,UPI917761,WALLET
SYNTH-BANK-000240,2026-05-19 02:22:00,8014.48,CREDIT,BOOKMYSHOW.COM,UPI583693,CARD
SYNTH-BANK-000241,2026-05-22 16:16:00,618.74,DEBIT,Croma Electronics,UPI786702,WALLET
SYNTH-BANK-000242,2026-07-07 23:27:00,3963.02,DEBIT,SWIGGY*BLR,UPI788788,CARD
SYNTH-BANK-000243,2026-07-05 16:30:00,710.39,CREDIT,OLA CABS,UPI335891,UPI
SYNTH-BANK-000244,2026-07-20 15:28:00,380.1,CREDIT,DECATHLON,UPI746514,CARD
SYNTH-BANK-000245,2026-07-03 03:06:00,359.05,CREDIT,CROMA,UPI471386,CARD
SYNTH-BANK-000246,2026-06-04 13:53:00,2037.65,CREDIT,Reliance Retail Ltd,UPI997899,NETBANKING
SYNTH-BANK-000247,2026-05-31 18:42:00,502.8,CREDIT,Nykaa E-Retail,UPI533237,CARD
SYNTH-BANK-000248,2026-07-16 22:04:00,1866.1,CREDIT,IRCTC,UPI624679,WALLET
SYNTH-BANK-000249,2026-07-05 04:39:00,711.17,CREDIT,METRO INDIA,UPI952027,CARD
SYNTH-BANK-000250,2026-06-24 22:23:00,348.78,CREDIT,Myntra Designs,UPI859821,NETBANKING
SYNTH-BANK-000251,2026-06-20 07:26:00,610.51,CREDIT,MYNTRA,UPI711145,NETBANKING
SYNTH-BANK-000253,2026-07-26 20:20:00,746.96,CREDIT,Croma Electronics,UPI632225,WALLET
SYNTH-BANK-000254,2026-05-04 14:24:00,972.17,CREDIT,APOLLO,UPI750987,WALLET
SYNTH-BANK-000255,2026-05-05 21:49:00,2808.54,CREDIT,APOLLO PHARMACY,UPI926888,CARD
SYNTH-BANK-000256,2026-07-29 02:06:00,383.15,CREDIT,DOMINOS,UPI311355,WALLET
SYNTH-BANK-000257,2026-07-13 18:58:00,1000.36,DEBIT,APOLLO,UPI616133,WALLET
SYNTH-BANK-000258,2026-07-21 11:43:00,1476.44,CREDIT,DOMINO'S PIZZA,UPI963185,CARD
SYNTH-BANK-000259,2026-07-24 05:33:00,1841.72,CREDIT,ZOMATO,UPI895298,NETBANKING
SYNTH-BANK-000260,2026-05-20 10:21:00,8457.4,CREDIT,CROMA,UPI664578,WALLET
SYNTH-BANK-000262,2026-07-25 00:09:00,645.09,CREDIT,Nykaa E-Retail,UPI802550,NETBANKING
SYNTH-BANK-000263,2026-06-12 00:12:00,762.52,CREDIT,DOMINOS INDIA,UPI328707,UPI
SYNTH-BANK-000264,2026-05-29 22:01:00,1068.62,CREDIT,IRCTC E-TICKETING,UPI852975,NETBANKING
SYNTH-BANK-000265,2026-06-19 18:00:00,862.38,CREDIT,NYKAA.COM,UPI827315,UPI
SYNTH-BANK-000266,2026-05-27 15:18:00,867.1,DEBIT,AMAZON,UPI920983,NETBANKING
SYNTH-BANK-000267,2026-07-21 14:22:00,1233.29,CREDIT,AMAZON PAY,UPI654798,UPI
SYNTH-BANK-000268,2026-06-17 18:28:00,4686.64,CREDIT,Flipkart Internet,UPI114833,CARD
SYNTH-BANK-000269,2026-07-10 16:57:00,1113.04,CREDIT,RELIANCE RETAIL,UPI384627,UPI
SYNTH-BANK-000270,2026-06-17 03:17:00,1197.98,DEBIT,Zomato Ltd,UPI405745,NETBANKING
SYNTH-BANK-000271,2026-05-16 22:31:00,677.62,CREDIT,DECATHLON,UPI318196,CARD
SYNTH-BANK-000272,2026-07-08 14:58:00,795.54,CREDIT,Decathlon Sports,UPI955000,CARD
SYNTH-BANK-000273,2026-05-22 19:44:00,2556.97,CREDIT,OLA,UPI336149,WALLET
SYNTH-BANK-000274,2026-06-25 23:09:00,3756.91,CREDIT,Big Basket,UPI709189,CARD
SYNTH-BANK-000275,2026-06-13 06:15:00,4316.29,CREDIT,Croma Electronics,UPI137127,NETBANKING
SYNTH-BANK-000276,2026-07-29 23:23:00,772.93,DEBIT,MYNTRA PAY,UPI528069,UPI
SYNTH-BANK-000277,2026-05-15 15:23:00,1021.11,DEBIT,Reliance Retail Ltd,UPI657923,CARD
SYNTH-BANK-000278,2026-05-12 09:08:00,1022.22,DEBIT,CROMA RETAIL,UPI419490,NETBANKING
SYNTH-BANK-000280,2026-05-16 07:32:00,2839.18,CREDIT,RELIANCE RETAIL,UPI869212,WALLET
SYNTH-BANK-000281,2026-07-10 14:15:00,2628.86,DEBIT,FLIPKART,UPI687309,WALLET
SYNTH-BANK-000282,2026-05-09 08:39:00,1926.59,DEBIT,Urban Company India,UPI492661,NETBANKING
SYNTH-BANK-DUP-000283,2026-06-17 09:20:00,1159.69,CREDIT,RELIANCE RETAIL,UPI511070,WALLET
SYNTH-BANK-000283,2026-06-17 09:20:00,1159.69,CREDIT,RELIANCE RETAIL,UPI511070,WALLET
SYNTH-BANK-000284,2026-05-14 08:22:00,5461.93,CREDIT,SWIGGY*BLR,UPI807937,UPI
SYNTH-BANK-000285,2026-06-01 23:38:00,1106.44,DEBIT,Nykaa E-Retail,UPI575205,CARD
SYNTH-BANK-DUP-000286,2026-05-09 03:22:00,248.56,CREDIT,URBAN COMPANY,UPI344023,CARD
SYNTH-BANK-000286,2026-05-09 03:22:00,248.56,CREDIT,URBAN COMPANY,UPI344023,CARD
SYNTH-BANK-000287,2026-07-17 20:30:00,3668.98,DEBIT,MYNTRA PAY,UPI415899,CARD
SYNTH-BANK-000288,2026-07-22 05:15:00,4238.08,DEBIT,FLIPKART PAY,UPI963635,UPI
SYNTH-BANK-000289,2026-06-21 18:49:00,1668.56,CREDIT,CROMA,UPI153774,NETBANKING
SYNTH-BANK-000290,2026-07-29 18:43:00,3623.29,DEBIT,UBER,UPI174185,NETBANKING
SYNTH-BANK-000291,2026-06-27 02:07:00,650.8,CREDIT,DECATHLON,UPI653638,CARD
SYNTH-BANK-000292,2026-06-04 08:54:00,2480.15,DEBIT,IRCTC E-TICKETING,UPI278544,NETBANKING
SYNTH-BANK-000293,2026-05-27 04:32:00,2529.66,DEBIT,Myntra Designs,UPI876632,NETBANKING
SYNTH-BANK-000294,2026-07-23 09:22:00,1916.42,DEBIT,APOLLO PHARMACY,UPI818874,WALLET
SYNTH-BANK-000295,2026-07-29 18:05:00,2048.42,DEBIT,UBER,UPI160496,WALLET
SYNTH-BANK-000296,2026-05-20 03:46:00,285.64,CREDIT,URBAN COMPANY,UPI454982,WALLET
SYNTH-BANK-000297,2026-05-21 16:40:00,1123.5,CREDIT,MYNTRA PAY,UPI608945,UPI
SYNTH-BANK-000298,2026-06-14 14:52:00,569.89,DEBIT,Urban Company India,UPI646645,NETBANKING
SYNTH-BANK-000299,2026-06-05 10:00:00,2225.79,CREDIT,DOMINOS INDIA,UPI520545,NETBANKING
SYNTH-BANK-000300,2026-06-06 06:04:00,721.15,CREDIT,Big Basket,UPI209394,UPI
SYNTH-BANK-000301,2026-07-02 21:32:00,718.14,DEBIT,IRCTC E-TICKETING,UPI771082,CARD
SYNTH-BANK-000302,2026-05-25 22:49:00,793.19,CREDIT,Amazon India,UPI238142,WALLET
SYNTH-BANK-DUP-000303,2026-06-02 18:53:00,650.33,CREDIT,Reliance Retail Ltd,UPI314906,WALLET
SYNTH-BANK-000303,2026-06-02 18:53:00,650.33,CREDIT,Reliance Retail Ltd,UPI314906,WALLET
SYNTH-BANK-000304,2026-06-16 09:04:00,572.72,CREDIT,UBER,UPI154479,UPI
SYNTH-BANK-DUP-000305,2026-06-15 00:23:00,2009.9,DEBIT,NYKAA,UPI887364,UPI
SYNTH-BANK-000305,2026-06-15 00:23:00,2009.9,DEBIT,NYKAA,UPI887364,UPI
SYNTH-BANK-000306,2026-05-04 06:26:00,1022.1,DEBIT,IRCTC,UPI866340,WALLET
SYNTH-BANK-000307,2026-05-03 14:31:00,580.0,CREDIT,Urban Company India,UPI449077,WALLET
SYNTH-BANK-000308,2026-06-12 12:45:00,4106.57,CREDIT,UBER INDIA,UPI602581,UPI
SYNTH-BANK-000309,2026-05-07 23:59:00,289.08,DEBIT,DECATHLON INDIA,UPI322530,UPI
SYNTH-BANK-000310,2026-05-21 18:01:00,773.28,CREDIT,URBAN COMPANY,UPI480480,WALLET
SYNTH-BANK-000311,2026-06-16 11:32:00,1681.49,CREDIT,Big Basket,UPI700823,UPI
SYNTH-BANK-000312,2026-05-24 06:26:00,874.07,CREDIT,Urban Company India,UPI766732,NETBANKING
SYNTH-BANK-000313,2026-06-05 18:52:00,1182.22,CREDIT,DOMINO'S PIZZA,UPI278021,CARD
SYNTH-BANK-000314,2026-06-20 01:48:00,1726.71,CREDIT,CROMA,UPI344840,CARD
SYNTH-BANK-000315,2026-06-18 00:59:00,1757.37,CREDIT,SWIGGY,UPI371637,NETBANKING
SYNTH-BANK-000316,2026-05-20 13:21:00,2532.1,DEBIT,Uber Technologies,UPI788330,CARD
SYNTH-BANK-000317,2026-07-10 01:46:00,321.41,CREDIT,IRCTC,UPI267995,CARD
SYNTH-BANK-000318,2026-05-21 15:38:00,459.64,CREDIT,APOLLO PHARMACY,UPI610523,UPI
SYNTH-BANK-000319,2026-07-21 22:24:00,2454.89,CREDIT,UBER,UPI882714,NETBANKING
SYNTH-BANK-000320,2026-06-17 15:12:00,628.66,CREDIT,FLIPKART PAY,UPI628730,UPI
SYNTH-BANK-000321,2026-06-23 14:12:00,1405.61,CREDIT,Swiggy India,UPI950323,CARD
SYNTH-BANK-000322,2026-07-16 01:49:00,1505.33,DEBIT,APOLLO PHARMACY,UPI296939,CARD
SYNTH-BANK-000323,2026-05-21 02:48:00,510.26,CREDIT,ZOMATO,UPI778680,WALLET
SYNTH-BANK-000324,2026-06-16 15:20:00,1354.95,CREDIT,FLIPKART PAY,UPI808509,UPI
SYNTH-BANK-000325,2026-06-27 18:37:00,3157.46,CREDIT,CROMA RETAIL,UPI785602,UPI
SYNTH-BANK-000326,2026-07-04 14:05:00,608.79,CREDIT,METRO RETAIL,UPI585250,UPI
SYNTH-BANK-000327,2026-07-15 14:27:00,499.13,DEBIT,METRO CASH & CARRY,UPI827296,WALLET
SYNTH-BANK-000328,2026-06-22 13:04:00,1177.15,CREDIT,SWIGGY,UPI580580,WALLET
SYNTH-BANK-000329,2026-05-31 16:46:00,3408.85,CREDIT,Decathlon Sports,UPI998404,UPI
SYNTH-BANK-000330,2026-06-24 00:03:00,316.65,CREDIT,CROMA,UPI614306,UPI
SYNTH-BANK-000331,2026-07-21 16:37:00,1058.91,DEBIT,UBER,UPI249177,CARD
SYNTH-BANK-000332,2026-07-02 18:58:00,1609.53,CREDIT,IRCTC RAIL,UPI528556,NETBANKING
SYNTH-BANK-000333,2026-07-09 08:47:00,488.77,DEBIT,METRO CASH & CARRY,UPI637053,WALLET
SYNTH-BANK-000334,2026-05-27 06:40:00,2307.82,DEBIT,DECATHLON,UPI976727,UPI
SYNTH-BANK-000335,2026-07-06 21:24:00,2337.7,CREDIT,IRCTC RAIL,UPI847554,CARD
SYNTH-BANK-000336,2026-05-13 00:25:00,2229.12,CREDIT,CROMA,UPI299758,WALLET
SYNTH-BANK-000337,2026-07-14 18:02:00,999.08,CREDIT,CROMA RETAIL,UPI544843,WALLET
SYNTH-BANK-000338,2026-06-25 09:20:00,847.45,CREDIT,Flipkart Internet,UPI141096,WALLET
SYNTH-BANK-000339,2026-06-09 19:35:00,730.9,CREDIT,Myntra Designs,UPI897379,CARD
SYNTH-BANK-000340,2026-05-07 03:41:00,1288.11,CREDIT,NYKAA,UPI660678,UPI
SYNTH-BANK-000341,2026-05-29 10:36:00,3640.11,DEBIT,AMAZON PAY,UPI833539,UPI
SYNTH-BANK-000342,2026-07-24 22:25:00,2739.02,DEBIT,URBAN COMPANY,UPI105958,UPI
SYNTH-BANK-000343,2026-07-01 22:38:00,1844.75,CREDIT,IRCTC RAIL,UPI572754,NETBANKING
SYNTH-BANK-000344,2026-06-07 17:04:00,2311.81,CREDIT,Flipkart Internet,UPI369804,NETBANKING
SYNTH-BANK-000345,2026-07-07 21:16:00,285.26,CREDIT,Decathlon Sports,UPI659311,UPI
SYNTH-BANK-000346,2026-05-23 20:01:00,745.7,CREDIT,RELIANCE DIGITAL,UPI229726,UPI
SYNTH-BANK-000347,2026-06-18 17:03:00,803.23,CREDIT,METRO RETAIL,UPI100890,CARD
SYNTH-BANK-000348,2026-06-19 20:17:00,2258.5,CREDIT,NYKAA,UPI468442,UPI
SYNTH-BANK-000349,2026-07-25 02:21:00,553.73,CREDIT,IRCTC E-TICKETING,UPI274275,UPI
SYNTH-BANK-000350,2026-06-21 15:25:00,344.4,DEBIT,Big Basket,UPI655893,UPI
SYNTH-BANK-000351,2026-05-09 08:01:00,2484.81,CREDIT,MYNTRA,UPI606313,CARD
SYNTH-BANK-000352,2026-06-09 17:57:00,1426.65,DEBIT,RELIANCE DIGITAL,UPI938118,NETBANKING
SYNTH-BANK-000353,2026-06-30 09:28:00,2730.19,CREDIT,OLA,UPI683896,WALLET
SYNTH-BANK-000354,2026-06-05 18:39:00,547.92,CREDIT,Uber Technologies,UPI611029,UPI
SYNTH-BANK-000355,2026-06-18 09:07:00,2495.05,CREDIT,METRO RETAIL,UPI840087,WALLET
SYNTH-BANK-000356,2026-07-19 08:06:00,647.85,DEBIT,CROMA RETAIL,UPI131023,CARD
SYNTH-BANK-000357,2026-05-02 01:09:00,930.18,CREDIT,Reliance Retail Ltd,UPI252354,NETBANKING
SYNTH-BANK-000358,2026-06-07 10:24:00,11905.14,CREDIT,AMAZON,UPI629331,CARD
SYNTH-BANK-000359,2026-06-23 20:40:00,3778.42,DEBIT,ZOMATO*BANGALORE,UPI932235,UPI
SYNTH-BANK-DUP-000361,2026-05-02 09:09:00,223.17,CREDIT,CROMA RETAIL,UPI217761,NETBANKING
SYNTH-BANK-000361,2026-05-02 09:09:00,223.17,CREDIT,CROMA RETAIL,UPI217761,NETBANKING
SYNTH-BANK-000362,2026-07-29 11:45:00,1615.47,CREDIT,METRO RETAIL,UPI251780,NETBANKING
SYNTH-BANK-000363,2026-06-18 20:25:00,2823.37,DEBIT,Flipkart Internet,UPI818514,WALLET
SYNTH-BANK-000364,2026-05-15 04:43:00,1334.51,DEBIT,RELIANCE RETAIL,UPI816044,CARD
SYNTH-BANK-000365,2026-07-02 08:08:00,1118.3,CREDIT,ZOMATO,UPI241322,CARD
SYNTH-BANK-DUP-000366,2026-07-22 15:17:00,730.25,CREDIT,BOOKMYSHOW,UPI768900,NETBANKING
SYNTH-BANK-000366,2026-07-22 15:17:00,730.25,CREDIT,BOOKMYSHOW,UPI768900,NETBANKING
SYNTH-BANK-000368,2026-05-26 21:17:00,417.88,CREDIT,DECATHLON,UPI329787,CARD
SYNTH-BANK-000369,2026-06-28 22:45:00,1237.64,DEBIT,IRCTC RAIL,UPI941404,CARD
SYNTH-BANK-000370,2026-05-18 20:36:00,834.08,CREDIT,IRCTC RAIL,UPI688514,NETBANKING
SYNTH-BANK-000371,2026-05-17 01:41:00,1568.85,CREDIT,DOMINOS INDIA,UPI652244,UPI
SYNTH-BANK-000372,2026-06-24 22:30:00,558.5,CREDIT,Swiggy India,UPI967144,UPI
SYNTH-BANK-000373,2026-05-19 21:30:00,740.06,DEBIT,Decathlon Sports,UPI649365,WALLET
SYNTH-BANK-000374,2026-07-22 14:51:00,1476.89,CREDIT,DECATHLON INDIA,UPI594058,UPI
SYNTH-BANK-000376,2026-06-27 23:49:00,153.77,DEBIT,Croma Electronics,UPI634685,NETBANKING
SYNTH-BANK-000377,2026-05-08 23:28:00,683.37,CREDIT,DECATHLON,UPI398614,CARD
SYNTH-BANK-000378,2026-05-24 14:29:00,1086.81,DEBIT,DOMINOS INDIA,UPI363642,UPI
SYNTH-BANK-000379,2026-07-03 05:05:00,2068.54,DEBIT,Reliance Retail Ltd,UPI323893,NETBANKING
SYNTH-BANK-000380,2026-06-09 14:16:00,938.22,DEBIT,APOLLO PHARMACY,UPI311204,UPI
SYNTH-BANK-000382,2026-07-16 20:29:00,463.25,CREDIT,Urban Company India,UPI873711,CARD
SYNTH-BANK-000383,2026-06-04 09:23:00,1225.77,CREDIT,FLIPKART,UPI158011,NETBANKING
SYNTH-BANK-000384,2026-07-29 01:23:00,5506.18,CREDIT,Ola Mobility,UPI371465,CARD
SYNTH-BANK-000385,2026-07-21 04:28:00,774.37,DEBIT,AMAZON,UPI441747,WALLET
SYNTH-BANK-DUP-000386,2026-06-05 09:20:00,437.75,CREDIT,Croma Electronics,UPI774562,NETBANKING
SYNTH-BANK-000386,2026-06-05 09:20:00,437.75,CREDIT,Croma Electronics,UPI774562,NETBANKING
SYNTH-BANK-000387,2026-06-28 04:51:00,759.38,CREDIT,APOLLO PHARMACY,UPI285991,WALLET
SYNTH-BANK-000388,2026-05-10 03:41:00,1036.25,DEBIT,Nykaa E-Retail,UPI646637,NETBANKING
SYNTH-BANK-000389,2026-06-11 21:20:00,1405.26,CREDIT,Zomato Ltd,UPI655611,UPI
SYNTH-BANK-000390,2026-05-25 15:58:00,1940.35,CREDIT,CROMA RETAIL,UPI248116,UPI
SYNTH-BANK-000391,2026-05-30 03:11:00,833.83,CREDIT,URBANCLAP,UPI436529,UPI
SYNTH-BANK-DUP-000392,2026-05-17 17:59:00,2218.67,CREDIT,Amazon India,UPI578085,WALLET
SYNTH-BANK-000392,2026-05-17 17:59:00,2218.67,CREDIT,Amazon India,UPI578085,WALLET
SYNTH-BANK-000393,2026-05-07 14:21:00,5243.12,DEBIT,IRCTC RAIL,UPI834186,UPI
SYNTH-BANK-000394,2026-07-21 23:42:00,273.09,CREDIT,BOOKMYSHOW.COM,UPI795830,WALLET
SYNTH-BANK-000395,2026-05-21 14:39:00,920.71,DEBIT,UBER,UPI202516,WALLET
SYNTH-BANK-000396,2026-07-08 20:39:00,784.5,CREDIT,APOLLO,UPI771029,UPI
SYNTH-BANK-000397,2026-07-12 07:57:00,258.92,DEBIT,OLA,UPI927177,CARD
SYNTH-BANK-000398,2026-06-12 06:28:00,677.51,CREDIT,CROMA RETAIL,UPI657000,CARD
SYNTH-BANK-000399,2026-07-24 19:57:00,433.28,DEBIT,URBANCLAP,UPI957882,WALLET
SYNTH-BANK-DUP-000400,2026-07-08 20:24:00,1842.67,CREDIT,APOLLO,UPI739421,UPI
SYNTH-BANK-000400,2026-07-08 20:24:00,1842.67,CREDIT,APOLLO,UPI739421,UPI
SYNTH-BANK-000401,2026-06-09 21:14:00,1728.81,CREDIT,APOLLO PHARMACY,UPI268022,NETBANKING
SYNTH-BANK-000402,2026-05-24 08:12:00,641.58,CREDIT,IRCTC RAIL,UPI104203,WALLET
SYNTH-BANK-000403,2026-05-15 00:09:00,829.56,CREDIT,MYNTRA PAY,UPI243543,CARD
SYNTH-BANK-000404,2026-05-25 22:19:00,1776.16,CREDIT,Amazon India,UPI811762,CARD
SYNTH-BANK-000405,2026-07-01 21:13:00,609.37,CREDIT,Reliance Retail Ltd,UPI273706,WALLET
SYNTH-BANK-000406,2026-07-02 09:01:00,861.61,DEBIT,AMAZON PAY,UPI585812,WALLET
SYNTH-BANK-000407,2026-05-26 01:12:00,1393.4,DEBIT,APOLLO PHARMACY,UPI749231,UPI
SYNTH-BANK-000408,2026-05-07 18:55:00,1203.73,CREDIT,Decathlon Sports,UPI799215,NETBANKING
SYNTH-BANK-000409,2026-05-16 22:43:00,636.56,DEBIT,URBANCLAP,UPI465217,CARD
SYNTH-BANK-000410,2026-05-07 10:38:00,3105.08,CREDIT,Apollo Pharmacy Ltd,UPI740544,CARD
SYNTH-BANK-000411,2026-05-01 10:46:00,466.83,CREDIT,UBER,UPI456302,UPI
SYNTH-BANK-000412,2026-05-05 12:51:00,811.0,DEBIT,FLIPKART PAY,UPI163209,UPI
SYNTH-BANK-000413,2026-05-29 11:08:00,608.53,CREDIT,APOLLO,UPI149264,CARD
SYNTH-BANK-000414,2026-05-07 04:52:00,2423.84,CREDIT,DOMINOS,UPI721581,CARD
SYNTH-BANK-000415,2026-05-08 06:32:00,3250.08,CREDIT,Ola Mobility,UPI256551,WALLET
SYNTH-BANK-000416,2026-06-13 09:28:00,811.11,DEBIT,DECATHLON INDIA,UPI710209,CARD
SYNTH-BANK-000417,2026-06-03 04:42:00,1240.87,DEBIT,Reliance Retail Ltd,UPI783692,WALLET
SYNTH-BANK-000418,2026-07-14 17:13:00,1431.41,CREDIT,IRCTC,UPI256399,NETBANKING
SYNTH-BANK-000420,2026-05-18 22:15:00,1069.72,CREDIT,RELIANCE DIGITAL,UPI537889,WALLET
SYNTH-BANK-000421,2026-05-20 20:05:00,1379.14,CREDIT,BMS,UPI683089,CARD
SYNTH-BANK-000422,2026-06-21 05:38:00,1821.73,DEBIT,ZOMATO*BANGALORE,UPI238873,WALLET
SYNTH-BANK-DUP-000423,2026-07-23 10:06:00,1583.44,DEBIT,IRCTC,UPI863372,UPI
SYNTH-BANK-000423,2026-07-23 10:06:00,1583.44,DEBIT,IRCTC,UPI863372,UPI
SYNTH-BANK-000424,2026-05-09 02:00:00,751.73,CREDIT,AMAZON,UPI103254,NETBANKING
SYNTH-BANK-000425,2026-05-09 22:57:00,2668.68,DEBIT,METRO RETAIL,UPI977714,WALLET
SYNTH-BANK-000426,2026-07-17 02:13:00,662.36,CREDIT,Big Basket,UPI773110,NETBANKING
SYNTH-BANK-000427,2026-05-26 15:04:00,1586.56,DEBIT,DECATHLON,UPI130339,WALLET
SYNTH-BANK-000428,2026-05-18 07:16:00,1469.89,CREDIT,URBAN COMPANY,UPI225104,WALLET
SYNTH-BANK-000429,2026-05-18 21:50:00,760.44,CREDIT,URBAN COMPANY,UPI314174,UPI
SYNTH-BANK-DUP-000430,2026-06-03 08:28:00,710.81,CREDIT,FLIPKART PAY,UPI189938,NETBANKING
SYNTH-BANK-000430,2026-06-03 08:28:00,710.81,CREDIT,FLIPKART PAY,UPI189938,NETBANKING
SYNTH-BANK-000431,2026-07-26 05:52:00,1819.24,CREDIT,UBER,UPI745593,NETBANKING
SYNTH-BANK-DUP-000432,2026-07-25 12:45:00,753.96,CREDIT,Uber Technologies,UPI606668,WALLET
SYNTH-BANK-000432,2026-07-25 12:45:00,753.96,CREDIT,Uber Technologies,UPI606668,WALLET
SYNTH-BANK-000433,2026-05-11 17:02:00,2665.73,CREDIT,SWIGGY,UPI353513,UPI
SYNTH-BANK-000434,2026-05-28 12:49:00,320.25,CREDIT,BOOKMYSHOW,UPI525315,WALLET
SYNTH-BANK-000435,2026-05-25 18:11:00,1595.74,DEBIT,RELIANCE RETAIL,UPI179051,NETBANKING
SYNTH-BANK-000436,2026-05-29 03:53:00,1833.1,CREDIT,ZOMATO,UPI104004,WALLET
SYNTH-BANK-000437,2026-07-03 00:36:00,697.6,CREDIT,CROMA,UPI856114,UPI
SYNTH-BANK-000438,2026-05-07 02:55:00,647.88,DEBIT,IRCTC,UPI305271,CARD
SYNTH-BANK-000439,2026-07-26 00:19:00,1100.17,DEBIT,UBER INDIA,UPI381390,WALLET
SYNTH-BANK-DUP-000440,2026-07-02 11:39:00,876.88,DEBIT,URBAN COMPANY,UPI738933,WALLET
SYNTH-BANK-000440,2026-07-02 11:39:00,876.88,DEBIT,URBAN COMPANY,UPI738933,WALLET
SYNTH-BANK-000441,2026-06-13 21:17:00,953.77,CREDIT,Amazon India,UPI958725,NETBANKING
SYNTH-BANK-000442,2026-06-13 01:57:00,1526.01,CREDIT,METRO INDIA,UPI130248,UPI
SYNTH-BANK-000443,2026-07-15 20:06:00,1145.89,CREDIT,NYKAA,UPI674857,WALLET
SYNTH-BANK-000444,2026-05-09 11:46:00,1702.45,DEBIT,MYNTRA PAY,UPI755858,UPI
SYNTH-BANK-000445,2026-05-22 18:56:00,3499.29,DEBIT,AMAZON PAY,UPI538283,CARD
SYNTH-BANK-000446,2026-06-15 02:28:00,1453.0,DEBIT,FLIPKART PAY,UPI527597,NETBANKING
SYNTH-BANK-000447,2026-07-18 17:23:00,453.31,CREDIT,Zomato Ltd,UPI999467,NETBANKING
SYNTH-BANK-000448,2026-05-06 22:40:00,3723.73,CREDIT,Ola Mobility,UPI204539,WALLET
SYNTH-BANK-000449,2026-07-24 16:43:00,1807.0,CREDIT,NYKAA.COM,UPI492796,CARD
SYNTH-BANK-000450,2026-05-18 16:41:00,2766.45,CREDIT,Amazon India,UPI763713,WALLET
SYNTH-BANK-000451,2026-05-29 09:14:00,1726.62,CREDIT,RELIANCE RETAIL,UPI227597,UPI
SYNTH-BANK-DUP-000452,2026-05-19 09:40:00,1379.47,DEBIT,Zomato Ltd,UPI862185,NETBANKING
SYNTH-BANK-000452,2026-05-19 09:40:00,1379.47,DEBIT,Zomato Ltd,UPI862185,NETBANKING
SYNTH-BANK-000453,2026-06-15 22:58:00,418.3,DEBIT,DOMINOS INDIA,UPI534661,WALLET
SYNTH-BANK-000454,2026-05-08 13:40:00,4118.74,CREDIT,ZOMATO*BANGALORE,UPI318406,CARD
SYNTH-BANK-000455,2026-06-21 00:31:00,528.97,CREDIT,URBAN COMPANY,UPI894813,NETBANKING
SYNTH-BANK-000456,2026-05-31 23:42:00,1613.94,CREDIT,Flipkart Internet,UPI728863,WALLET
SYNTH-BANK-000457,2026-07-14 22:55:00,2700.43,DEBIT,CROMA RETAIL,UPI815971,NETBANKING
SYNTH-BANK-000458,2026-06-05 17:15:00,284.99,CREDIT,NYKAA.COM,UPI121052,WALLET
SYNTH-BANK-000459,2026-05-28 08:04:00,889.17,CREDIT,METRO CASH & CARRY,UPI420685,UPI
SYNTH-BANK-000460,2026-07-01 09:21:00,3192.19,CREDIT,DECATHLON,UPI347534,WALLET
SYNTH-BANK-000461,2026-05-12 16:06:00,884.9,CREDIT,Ola Mobility,UPI383229,NETBANKING
SYNTH-BANK-000462,2026-06-28 15:24:00,828.0,DEBIT,FLIPKART,UPI575100,NETBANKING
SYNTH-BANK-000463,2026-05-02 11:01:00,1146.4,CREDIT,RELIANCE DIGITAL,UPI246860,WALLET
SYNTH-BANK-000464,2026-06-29 15:26:00,5633.16,DEBIT,DECATHLON,UPI923856,WALLET
SYNTH-BANK-000465,2026-05-27 04:22:00,1767.01,CREDIT,CROMA,UPI565724,NETBANKING
SYNTH-BANK-000466,2026-07-27 06:08:00,820.94,CREDIT,DECATHLON INDIA,UPI594079,UPI
SYNTH-BANK-000467,2026-05-25 12:59:00,2712.61,DEBIT,DOMINO'S PIZZA,UPI684535,CARD
SYNTH-BANK-000468,2026-07-07 00:21:00,2811.67,CREDIT,Uber Technologies,UPI756717,WALLET
SYNTH-BANK-000469,2026-06-13 09:50:00,2152.1,DEBIT,UBER,UPI683166,CARD
SYNTH-BANK-000470,2026-06-17 11:35:00,1259.13,DEBIT,URBANCLAP,UPI471058,WALLET
SYNTH-BANK-000471,2026-07-19 03:56:00,291.75,CREDIT,ZOMATO*BANGALORE,UPI555377,CARD
SYNTH-BANK-000472,2026-05-13 10:23:00,997.21,CREDIT,CROMA RETAIL,UPI655617,NETBANKING
SYNTH-BANK-000473,2026-05-07 03:20:00,2128.48,DEBIT,Amazon India,UPI808107,CARD
SYNTH-BANK-000474,2026-07-17 20:15:00,1008.08,CREDIT,URBANCLAP,UPI411270,NETBANKING
SYNTH-BANK-000475,2026-07-01 08:32:00,1259.9,DEBIT,MYNTRA,UPI177723,UPI
SYNTH-BANK-000476,2026-07-14 07:41:00,926.31,DEBIT,OLA CABS,UPI503259,WALLET
SYNTH-BANK-000477,2026-05-14 23:21:00,558.57,CREDIT,Flipkart Internet,UPI605746,NETBANKING
