case_id,bank_txn_id,ledger_id,true_status,exception_type
SYNTH-CASE-000260,SYNTH-BANK-000260,SYNTH-LEDGER-000260,MATCH,NONE
SYNTH-CASE-000261,,SYNTH-LEDGER-000261,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000262,SYNTH-BANK-000262,SYNTH-LEDGER-000262,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000263,SYNTH-BANK-000263,SYNTH-LEDGER-000263,MATCH,NONE
SYNTH-CASE-000264,SYNTH-BANK-000264,SYNTH-LEDGER-000264,MATCH,NONE
SYNTH-CASE-000265,SYNTH-BANK-000265,SYNTH-LEDGER-000265,MATCH,NONE
SYNTH-CASE-000266,SYNTH-BANK-000266,SYNTH-LEDGER-000266,MATCH,NONE
SYNTH-CASE-000267,SYNTH-BANK-000267,SYNTH-LEDGER-000267,MATCH,NONE
SYNTH-CASE-000268,SYNTH-BANK-000268,SYNTH-LEDGER-000268,MATCH,NONE
SYNTH-CASE-000269,SYNTH-BANK-000269,SYNTH-LEDGER-000269,MATCH,NONE
SYNTH-CASE-000270,SYNTH-BANK-000270,SYNTH-LEDGER-000270,MATCH,NONE
SYNTH-CASE-000271,SYNTH-BANK-000271,SYNTH-LEDGER-000271,MATCH,NONE
SYNTH-CASE-000272,SYNTH-BANK-000272,SYNTH-LEDGER-000272,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000273,SYNTH-BANK-000273,SYNTH-LEDGER-000273,MATCH,NONE
SYNTH-CASE-000274,SYNTH-BANK-000274,SYNTH-LEDGER-000274,MATCH,NONE
SYNTH-CASE-000275,SYNTH-BANK-000275,SYNTH-LEDGER-000275,MATCH,NONE
SYNTH-CASE-000276,SYNTH-BANK-000276,SYNTH-LEDGER-000276,MATCH,NONE
SYNTH-CASE-000277,SYNTH-BANK-000277,SYNTH-LEDGER-000277,MATCH,NONE
SYNTH-CASE-000278,SYNTH-BANK-000278,SYNTH-LEDGER-000278,MATCH,NONE
SYNTH-CASE-000279,,SYNTH-LEDGER-000279,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000280,SYNTH-BANK-000280,SYNTH-LEDGER-000280,MATCH,NONE
SYNTH-CASE-000281,SYNTH-BANK-000281,SYNTH-LEDGER-000281,MATCH,NONE
SYNTH-CASE-000282,SYNTH-BANK-000282,SYNTH-LEDGER-000282,MATCH,NONE
SYNTH-CASE-000283,SYNTH-BANK-000283,SYNTH-LEDGER-000283,DUPLICATE,DUPLICATE
SYNTH-CASE-000284,SYNTH-BANK-000284,SYNTH-LEDGER-000284,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000285,SYNTH-BANK-000285,SYNTH-LEDGER-000285,MATCH,NONE
SYNTH-CASE-000286,SYNTH-BANK-000286,SYNTH-LEDGER-000286,DUPLICATE,DUPLICATE
SYNTH-CASE-000287,SYNTH-BANK-000287,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000288,SYNTH-BANK-000288,SYNTH-LEDGER-000288,MATCH,NONE
SYNTH-CASE-000289,SYNTH-BANK-000289,SYNTH-LEDGER-000289,MATCH,NONE
SYNTH-CASE-000290,SYNTH-BANK-000290,SYNTH-LEDGER-000290,MATCH,NONE
SYNTH-CASE-000291,SYNTH-BANK-000291,SYNTH-LEDGER-000291,MATCH,NONE
SYNTH-CASE-000292,SYNTH-BANK-000292,SYNTH-LEDGER-000292,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000293,SYNTH-BANK-000293,SYNTH-LEDGER-000293,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000294,SYNTH-BANK-000294,SYNTH-LEDGER-000294,MATCH,NONE
SYNTH-CASE-000295,SYNTH-BANK-000295,SYNTH-LEDGER-000295,MATCH,NONE
SYNTH-CASE-000296,SYNTH-BANK-000296,SYNTH-LEDGER-000296,MATCH,NONE
SYNTH-CASE-000297,SYNTH-BANK-000297,SYNTH-LEDGER-000297,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000298,SYNTH-BANK-000298,SYNTH-LEDGER-000298,MATCH,NONE
SYNTH-CASE-000299,SYNTH-BANK-000299,SYNTH-LEDGER-000299,MATCH,NONE
SYNTH-CASE-000300,SYNTH-BANK-000300,SYNTH-LEDGER-000300,MATCH,NONE
SYNTH-CASE-000301,SYNTH-BANK-000301,SYNTH-LEDGER-000301,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000302,SYNTH-BANK-000302,SYNTH-LEDGER-000302,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000303,SYNTH-BANK-000303,SYNTH-LEDGER-000303,DUPLICATE,DUPLICATE
SYNTH-CASE-000304,SYNTH-BANK-000304,SYNTH-LEDGER-000304,MATCH,NONE
SYNTH-CASE-000305,SYNTH-BANK-000305,SYNTH-LEDGER-000305,DUPLICATE,DUPLICATE
SYNTH-CASE-000306,SYNTH-BANK-000306,SYNTH-LEDGER-000306,MATCH,NONE
SYNTH-CASE-000307,SYNTH-BANK-000307,SYNTH-LEDGER-000307,MATCH,NONE
SYNTH-CASE-000308,SYNTH-BANK-000308,SYNTH-LEDGER-000308,MATCH,NONE
SYNTH-CASE-000309,SYNTH-BANK-000309,SYNTH-LEDGER-000309,MATCH,NONE
SYNTH-CASE-000310,SYNTH-BANK-000310,SYNTH-LEDGER-000310,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000311,SYNTH-BANK-000311,SYNTH-LEDGER-000311,MATCH,NONE
SYNTH-CASE-000312,SYNTH-BANK-000312,SYNTH-LEDGER-000312,MATCH,NONE
SYNTH-CASE-000313,SYNTH-BANK-000313,SYNTH-LEDGER-000313,MATCH,NONE
SYNTH-CASE-000314,SYNTH-BANK-000314,SYNTH-LEDGER-000314,MATCH,NONE
SYNTH-CASE-000315,SYNTH-BANK-000315,SYNTH-LEDGER-000315,MATCH,NONE
SYNTH-CASE-000316,SYNTH-BANK-000316,SYNTH-LEDGER-000316,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000317,SYNTH-BANK-000317,SYNTH-LEDGER-000317,MATCH,NONE
SYNTH-CASE-000318,SYNTH-BANK-000318,SYNTH-LEDGER-000318,MATCH,NONE
SYNTH-CASE-000319,SYNTH-BANK-000319,SYNTH-LEDGER-000319,MATCH,NONE
SYNTH-CASE-000320,SYNTH-BANK-000320,SYNTH-LEDGER-000320,MATCH,NONE
SYNTH-CASE-000321,SYNTH-BANK-000321,SYNTH-LEDGER-000321,MATCH,NONE
SYNTH-CASE-000322,SYNTH-BANK-000322,SYNTH-LEDGER-000322,MATCH,NONE
SYNTH-CASE-000323,SYNTH-BANK-000323,SYNTH-LEDGER-000323,MATCH,NONE
SYNTH-CASE-000324,SYNTH-BANK-000324,SYNTH-LEDGER-000324,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000325,SYNTH-BANK-000325,SYNTH-LEDGER-000325,MATCH,NONE
SYNTH-CASE-000326,SYNTH-BANK-000326,SYNTH-LEDGER-000326,MATCH,NONE
SYNTH-CASE-000327,SYNTH-BANK-000327,SYNTH-LEDGER-000327,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000328,SYNTH-BANK-000328,SYNTH-LEDGER-000328,MATCH,NONE
SYNTH-CASE-000329,SYNTH-BANK-000329,SYNTH-LEDGER-000329,MATCH,NONE
SYNTH-CASE-000330,SYNTH-BANK-000330,SYNTH-LEDGER-000330,MATCH,NONE
SYNTH-CASE-000331,SYNTH-BANK-000331,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000332,SYNTH-BANK-000332,SYNTH-LEDGER-000332,MATCH,NONE
SYNTH-CASE-000333,SYNTH-BANK-000333,SYNTH-LEDGER-000333,MATCH,NONE
SYNTH-CASE-000334,SYNTH-BANK-000334,SYNTH-LEDGER-000334,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000335,SYNTH-BANK-000335,SYNTH-LEDGER-000335,MATCH,NONE
SYNTH-CASE-000336,SYNTH-BANK-000336,SYNTH-LEDGER-000336,MATCH,NONE
SYNTH-CASE-000337,SYNTH-BANK-000337,SYNTH-LEDGER-000337,MATCH,NONE
SYNTH-CASE-000338,SYNTH-BANK-000338,SYNTH-LEDGER-000338,MATCH,NONE
SYNTH-CASE-000339,SYNTH-BANK-000339,SYNTH-LEDGER-000339,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000340,SYNTH-BANK-000340,SYNTH-LEDGER-000340,MATCH,NONE
SYNTH-CASE-000341,SYNTH-BANK-000341,SYNTH-LEDGER-000341,MATCH,NONE
SYNTH-CASE-000342,SYNTH-BANK-000342,SYNTH-LEDGER-000342,MATCH,NONE
SYNTH-CASE-000343,SYNTH-BANK-000343,SYNTH-LEDGER-000343,MATCH,NONE
SYNTH-CASE-000344,SYNTH-BANK-000344,SYNTH-LEDGER-000344,MATCH,NONE
SYNTH-CASE-000345,SYNTH-BANK-000345,SYNTH-LEDGER-000345,MATCH,NONE
SYNTH-CASE-000346,SYNTH-BANK-000346,SYNTH-LEDGER-000346,MATCH,NONE
SYNTH-CASE-000347,SYNTH-BANK-000347,SYNTH-LEDGER-000347,MATCH,NONE
SYNTH-CASE-000348,SYNTH-BANK-000348,SYNTH-LEDGER-000348,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000349,SYNTH-BANK-000349,SYNTH-LEDGER-000349,MATCH,NONE
SYNTH-CASE-000350,SYNTH-BANK-000350,SYNTH-LEDGER-000350,MATCH,NONE
SYNTH-CASE-000351,SYNTH-BANK-000351,SYNTH-LEDGER-000351,MATCH,NONE
SYNTH-CASE-000352,SYNTH-BANK-000352,SYNTH-LEDGER-000352,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000353,SYNTH-BANK-000353,SYNTH-LEDGER-000353,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000354,SYNTH-BANK-000354,SYNTH-LEDGER-000354,MATCH,NONE
SYNTH-CASE-000355,SYNTH-BANK-000355,SYNTH-LEDGER-000355,MATCH,NONE
SYNTH-CASE-000356,SYNTH-BANK-000356,SYNTH-LEDGER-000356,MATCH,NONE
SYNTH-CASE-000357,SYNTH-BANK-000357,SYNTH-LEDGER-000357,MATCH,NONE
SYNTH-CASE-000358,SYNTH-BANK-000358,SYNTH-LEDGER-000358,MATCH,NONE
SYNTH-CASE-000359,SYNTH-BANK-000359,SYNTH-LEDGER-000359,MATCH,NONE
SYNTH-CASE-000360,,SYNTH-LEDGER-000360,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000361,SYNTH-BANK-000361,SYNTH-LEDGER-000361,DUPLICATE,DUPLICATE
SYNTH-CASE-000362,SYNTH-BANK-000362,SYNTH-LEDGER-000362,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000363,SYNTH-BANK-000363,SYNTH-LEDGER-000363,MATCH,NONE
SYNTH-CASE-000364,SYNTH-BANK-000364,SYNTH-LEDGER-000364,MATCH,NONE
SYNTH-CASE-000365,SYNTH-BANK-000365,SYNTH-LEDGER-000365,MATCH,NONE
SYNTH-CASE-000366,SYNTH-BANK-000366,SYNTH-LEDGER-000366,DUPLICATE,DUPLICATE
SYNTH-CASE-000367,,SYNTH-LEDGER-000367,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000368,SYNTH-BANK-000368,SYNTH-LEDGER-000368,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000369,SYNTH-BANK-000369,SYNTH-LEDGER-000369,MATCH,NONE
SYNTH-CASE-000370,SYNTH-BANK-000370,SYNTH-LEDGER-000370,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000371,SYNTH-BANK-000371,SYNTH-LEDGER-000371,MATCH,NONE
SYNTH-CASE-000372,SYNTH-BANK-000372,SYNTH-LEDGER-000372,MATCH,NONE
SYNTH-CASE-000373,SYNTH-BANK-000373,SYNTH-LEDGER-000373,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000374,SYNTH-BANK-000374,SYNTH-LEDGER-000374,MATCH,NONE
SYNTH-CASE-000375,,SYNTH-LEDGER-000375,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000376,SYNTH-BANK-000376,SYNTH-LEDGER-000376,MATCH,NONE
SYNTH-CASE-000377,SYNTH-BANK-000377,SYNTH-LEDGER-000377,MATCH,NONE
SYNTH-CASE-000378,SYNTH-BANK-000378,SYNTH-LEDGER-000378,MATCH,NONE
SYNTH-CASE-000379,SYNTH-BANK-000379,SYNTH-LEDGER-000379,MATCH,NONE
SYNTH-CASE-000380,SYNTH-BANK-000380,SYNTH-LEDGER-000380,MATCH,NONE
SYNTH-CASE-000381,,SYNTH-LEDGER-000381,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000382,SYNTH-BANK-000382,SYNTH-LEDGER-000382,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000383,SYNTH-BANK-000383,SYNTH-LEDGER-000383,MATCH,NONE
SYNTH-CASE-000384,SYNTH-BANK-000384,SYNTH-LEDGER-000384,MATCH,NONE
SYNTH-CASE-000385,SYNTH-BANK-000385,SYNTH-LEDGER-000385,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000386,SYNTH-BANK-000386,SYNTH-LEDGER-000386,DUPLICATE,DUPLICATE
SYNTH-CASE-000387,SYNTH-BANK-000387,SYNTH-LEDGER-000387,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000388,SYNTH-BANK-000388,SYNTH-LEDGER-000388,MATCH,NONE
SYNTH-CASE-000389,SYNTH-BANK-000389,SYNTH-LEDGER-000389,MATCH,NONE
SYNTH-CASE-000390,SYNTH-BANK-000390,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000391,SYNTH-BANK-000391,SYNTH-LEDGER-000391,MATCH,NONE
SYNTH-CASE-000392,SYNTH-BANK-000392,SYNTH-LEDGER-000392,DUPLICATE,DUPLICATE
SYNTH-CASE-000393,SYNTH-BANK-000393,SYNTH-LEDGER-000393,MATCH,NONE
SYNTH-CASE-000394,SYNTH-BANK-000394,SYNTH-LEDGER-000394,MATCH,NONE
SYNTH-CASE-000395,SYNTH-BANK-000395,SYNTH-LEDGER-000395,MATCH,NONE
SYNTH-CASE-000396,SYNTH-BANK-000396,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000397,SYNTH-BANK-000397,SYNTH-LEDGER-000397,MATCH,NONE
SYNTH-CASE-000398,SYNTH-BANK-000398,SYNTH-LEDGER-000398,MATCH,NONE
SYNTH-CASE-000399,SYNTH-BANK-000399,SYNTH-LEDGER-000399,MATCH,NONE
SYNTH-CASE-000400,SYNTH-BANK-000400,SYNTH-LEDGER-000400,DUPLICATE,DUPLICATE
SYNTH-CASE-000401,SYNTH-BANK-000401,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000402,SYNTH-BANK-000402,SYNTH-LEDGER-000402,MATCH,NONE
SYNTH-CASE-000403,SYNTH-BANK-000403,SYNTH-LEDGER-000403,MATCH,NONE
SYNTH-CASE-000404,SYNTH-BANK-000404,SYNTH-LEDGER-000404,MATCH,NONE
SYNTH-CASE-000405,SYNTH-BANK-000405,SYNTH-LEDGER-000405,MATCH,NONE
SYNTH-CASE-000406,SYNTH-BANK-000406,SYNTH-LEDGER-000406,MATCH,NONE
SYNTH-CASE-000407,SYNTH-BANK-000407,SYNTH-LEDGER-000407,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000408,SYNTH-BANK-000408,SYNTH-LEDGER-000408,MATCH,NONE
SYNTH-CASE-000409,SYNTH-BANK-000409,SYNTH-LEDGER-000409,MATCH,NONE
SYNTH-CASE-000410,SYNTH-BANK-000410,SYNTH-LEDGER-000410,MATCH,NONE
SYNTH-CASE-000411,SYNTH-BANK-000411,SYNTH-LEDGER-000411,MATCH,NONE
SYNTH-CASE-000412,SYNTH-BANK-000412,SYNTH-LEDGER-000412,MATCH,NONE
SYNTH-CASE-000413,SYNTH-BANK-000413,SYNTH-LEDGER-000413,MATCH,NONE
SYNTH-CASE-000414,SYNTH-BANK-000414,SYNTH-LEDGER-000414,MATCH,NONE
SYNTH-CASE-000415,SYNTH-BANK-000415,SYNTH-LEDGER-000415,MATCH,NONE
SYNTH-CASE-000416,SYNTH-BANK-000416,SYNTH-LEDGER-000416,MATCH,NONE
SYNTH-CASE-000417,SYNTH-BANK-000417,SYNTH-LEDGER-000417,MATCH,NONE
SYNTH-CASE-000418,SYNTH-BANK-000418,SYNTH-LEDGER-000418,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000419,,SYNTH-LEDGER-000419,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000420,SYNTH-BANK-000420,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000421,SYNTH-BANK-000421,SYNTH-LEDGER-000421,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000422,SYNTH-BANK-000422,SYNTH-LEDGER-000422,MATCH,NONE
SYNTH-CASE-000423,SYNTH-BANK-000423,SYNTH-LEDGER-000423,DUPLICATE,DUPLICATE
SYNTH-CASE-000424,SYNTH-BANK-000424,SYNTH-LEDGER-000424,MATCH,NONE
SYNTH-CASE-000425,SYNTH-BANK-000425,SYNTH-LEDGER-000425,MATCH,NONE
SYNTH-CASE-000426,SYNTH-BANK-000426,SYNTH-LEDGER-000426,MATCH,NONE
SYNTH-CASE-000427,SYNTH-BANK-000427,SYNTH-LEDGER-000427,MATCH,NONE
SYNTH-CASE-000428,SYNTH-BANK-000428,SYNTH-LEDGER-000428,MATCH,NONE
SYNTH-CASE-000429,SYNTH-BANK-000429,SYNTH-LEDGER-000429,MATCH,NONE
SYNTH-CASE-000430,SYNTH-BANK-000430,SYNTH-LEDGER-000430,DUPLICATE,DUPLICATE
SYNTH-CASE-000431,SYNTH-BANK-000431,SYNTH-LEDGER-000431,MATCH,NONE
SYNTH-CASE-000432,SYNTH-BANK-000432,SYNTH-LEDGER-000432,DUPLICATE,DUPLICATE
SYNTH-CASE-000433,SYNTH-BANK-000433,SYNTH-LEDGER-000433,MATCH,NONE
SYNTH-CASE-000434,SYNTH-BANK-000434,SYNTH-LEDGER-000434,MATCH,NONE
SYNTH-CASE-000435,SYNTH-BANK-000435,SYNTH-LEDGER-000435,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000436,SYNTH-BANK-000436,SYNTH-LEDGER-000436,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000437,SYNTH-BANK-000437,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000438,SYNTH-BANK-000438,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000439,SYNTH-BANK-000439,SYNTH-LEDGER-000439,MATCH,NONE
SYNTH-CASE-000440,SYNTH-BANK-000440,SYNTH-LEDGER-000440,DUPLICATE,DUPLICATE
SYNTH-CASE-000441,SYNTH-BANK-000441,SYNTH-LEDGER-000441,MATCH,NONE
SYNTH-CASE-000442,SYNTH-BANK-000442,SYNTH-LEDGER-000442,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000443,SYNTH-BANK-000443,SYNTH-LEDGER-000443,MATCH,NONE
SYNTH-CASE-000444,SYNTH-BANK-000444,SYNTH-LEDGER-000444,MATCH,NONE
SYNTH-CASE-000445,SYNTH-BANK-000445,SYNTH-LEDGER-000445,MATCH,NONE
SYNTH-CASE-000446,SYNTH-BANK-000446,SYNTH-LEDGER-000446,MATCH,NONE
SYNTH-CASE-000447,SYNTH-BANK-000447,SYNTH-LEDGER-000447,MATCH,NONE
SYNTH-CASE-000448,SYNTH-BANK-000448,SYNTH-LEDGER-000448,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000449,SYNTH-BANK-000449,SYNTH-LEDGER-000449,MATCH,NONE
SYNTH-CASE-000450,SYNTH-BANK-000450,SYNTH-LEDGER-000450,MATCH,NONE
SYNTH-CASE-000451,SYNTH-BANK-000451,SYNTH-LEDGER-000451,MATCH,NONE
SYNTH-CASE-000452,SYNTH-BANK-000452,SYNTH-LEDGER-000452,DUPLICATE,DUPLICATE
SYNTH-CASE-000453,SYNTH-BANK-000453,SYNTH-LEDGER-000453,MATCH,NONE
SYNTH-CASE-000454,SYNTH-BANK-000454,SYNTH-LEDGER-000454,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000455,SYNTH-BANK-000455,SYNTH-LEDGER-000455,MATCH,NONE
SYNTH-CASE-000456,SYNTH-BANK-000456,SYNTH-LEDGER-000456,MATCH,NONE
SYNTH-CASE-000457,SYNTH-BANK-000457,SYNTH-LEDGER-000457,MATCH,NONE
SYNTH-CASE-000458,SYNTH-BANK-000458,SYNTH-LEDGER-000458,MATCH,NONE
SYNTH-CASE-000459,SYNTH-BANK-000459,SYNTH-LEDGER-000459,MATCH,NONE
SYNTH-CASE-000460,SYNTH-BANK-000460,SYNTH-LEDGER-000460,MATCH,NONE
SYNTH-CASE-000461,SYNTH-BANK-000461,SYNTH-LEDGER-000461,MATCH,NONE
SYNTH-CASE-000462,SYNTH-BANK-000462,SYNTH-LEDGER-000462,MATCH,NONE
SYNTH-CASE-000463,SYNTH-BANK-000463,SYNTH-LEDGER-000463,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000464,SYNTH-BANK-000464,SYNTH-LEDGER-000464,MATCH,NONE
SYNTH-CASE-000465,SYNTH-BANK-000465,SYNTH-LEDGER-000465,MATCH,NONE
SYNTH-CASE-000466,SYNTH-BANK-000466,SYNTH-LEDGER-000466,MATCH,NONE
SYNTH-CASE-000467,SYNTH-BANK-000467,SYNTH-LEDGER-000467,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000468,SYNTH-BANK-000468,SYNTH-LEDGER-000468,MATCH,NONE
SYNTH-CASE-000469,SYNTH-BANK-000469,SYNTH-LEDGER-000469,MATCH,NONE
SYNTH-CASE-000470,SYNTH-BANK-000470,SYNTH-LEDGER-000470,MATCH,NONE
SYNTH-CASE-000471,SYNTH-BANK-000471,SYNTH-LEDGER-000471,MATCH,NONE
SYNTH-CASE-000472,SYNTH-BANK-000472,SYNTH-LEDGER-000472,MATCH,NONE
SYNTH-CASE-000473,SYNTH-BANK-000473,SYNTH-LEDGER-000473,MATCH,NONE
SYNTH-CASE-000474,SYNTH-BANK-000474,SYNTH-LEDGER-000474,MATCH,NONE
SYNTH-CASE-000475,SYNTH-BANK-000475,SYNTH-LEDGER-000475,MATCH,NONE
SYNTH-CASE-000476,SYNTH-BANK-000476,SYNTH-LEDGER-000476,MATCH,NONE
SYNTH-CASE-000477,SYNTH-BANK-000477,SYNTH-LEDGER-000477,MATCH,NONE
SYNTH-CASE-000478,SYNTH-BANK-000478,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000479,SYNTH-BANK-000479,SYNTH-LEDGER-000479,MATCH,NONE
SYNTH-CASE-000480,SYNTH-BANK-000480,SYNTH-LEDGER-000480,MATCH,NONE
SYNTH-CASE-000481,SYNTH-BANK-000481,SYNTH-LEDGER-000481,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000482,SYNTH-BANK-000482,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000483,SYNTH-BANK-000483,SYNTH-LEDGER-000483,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000484,SYNTH-BANK-000484,SYNTH-LEDGER-000484,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000485,SYNTH-BANK-000485,SYNTH-LEDGER-000485,MATCH,NONE
SYNTH-CASE-000486,SYNTH-BANK-000486,SYNTH-LEDGER-000486,MATCH,NONE
SYNTH-CASE-000487,SYNTH-BANK-000487,SYNTH-LEDGER-000487,MATCH,NONE
SYNTH-CASE-000488,SYNTH-BANK-000488,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000489,SYNTH-BANK-000489,SYNTH-LEDGER-000489,MATCH,NONE
SYNTH-CASE-000490,SYNTH-BANK-000490,SYNTH-LEDGER-000490,MATCH,NONE
SYNTH-CASE-000491,SYNTH-BANK-000491,SYNTH-LEDGER-000491,MATCH,NONE
SYNTH-CASE-000492,SYNTH-BANK-000492,SYNTH-LEDGER-000492,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000493,SYNTH-BANK-000493,SYNTH-LEDGER-000493,MATCH,NONE
SYNTH-CASE-000494,SYNTH-BANK-000494,SYNTH-LEDGER-000494,AMBIGUOUS,AMBIGUOUS
SYNTH-CASE-000495,SYNTH-BANK-000495,SYNTH-LEDGER-000495,MATCH,NONE
SYNTH-CASE-000496,SYNTH-BANK-000496,SYNTH-LEDGER-000496,MATCH,NONE
SYNTH-CASE-000497,SYNTH-BANK-000497,SYNTH-LEDGER-000497,MATCH,NONE
SYNTH-CASE-000498,SYNTH-BANK-000498,SYNTH-LEDGER-000498,MATCH,NONE
SYNTH-CASE-000499,,SYNTH-LEDGER-000499,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000500,SYNTH-BANK-000500,SYNTH-LEDGER-000500,MATCH,NONE
SYNTH-CASE-000501,SYNTH-BANK-000501,SYNTH-LEDGER-000501,MATCH,NONE
SYNTH-CASE-000502,SYNTH-BANK-000502,SYNTH-LEDGER-000502,MATCH,NONE
SYNTH-CASE-000503,SYNTH-BANK-000503,SYNTH-LEDGER-000503,MATCH,NONE
SYNTH-CASE-000504,SYNTH-BANK-000504,SYNTH-LEDGER-000504,MATCH,NONE
SYNTH-CASE-000505,SYNTH-BANK-000505,SYNTH-LEDGER-000505,MATCH,NONE
SYNTH-CASE-000506,SYNTH-BANK-000506,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000507,SYNTH-BANK-000507,SYNTH-LEDGER-000507,MATCH,NONE
SYNTH-CASE-000508,SYNTH-BANK-000508,SYNTH-LEDGER-000508,DUPLICATE,DUPLICATE
SYNTH-CASE-000509,SYNTH-BANK-000509,SYNTH-LEDGER-000509,MATCH,NONE
SYNTH-CASE-000510,SYNTH-BANK-000510,SYNTH-LEDGER-000510,DUPLICATE,DUPLICATE
SYNTH-CASE-000511,SYNTH-BANK-000511,SYNTH-LEDGER-000511,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000512,SYNTH-BANK-000512,SYNTH-LEDGER-000512,MATCH,NONE
SYNTH-CASE-000513,SYNTH-BANK-000513,,UNMATCHED_BANK,MISSING_LEDGER
SYNTH-CASE-000514,SYNTH-BANK-000514,SYNTH-LEDGER-000514,MATCH,NONE
SYNTH-CASE-000515,,SYNTH-LEDGER-000515,UNMATCHED_LEDGER,MISSING_BANK
SYNTH-CASE-000516,SYNTH-BANK-000516,SYNTH-LEDGER-000516,MATCH,NONE
SYNTH-CASE-000517,SYNTH-BANK-000517,SYNTH-LEDGER-000517,MATCH,NONE
SYNTH-CASE-000518,SYNTH-BANK-000518,SYNTH-LEDGER-000518,MATCH,NONE
SYNTH-CASE-000519,SYNTH-BANK-000519,SYNTH-LEDGER-000519,MATCH,NONE
SYNTH-CASE-000520,SYNTH-BANK-000520,SYNTH-LEDGER-000520,MATCH,NONE
SYNTH-CASE-000521,SYNTH-BANK-000521,SYNTH-LEDGER-000521,AMOUNT_MISMATCH,AMOUNT_MISMATCH
SYNTH-CASE-000522,SYNTH-BANK-000522,SYNTH-LEDGER-000522,MATCH,NONE
