ledger_id,timestamp,amount,direction,merchant,reference,invoice_id
SYNTH-LEDGER-000499,2026-06-13 23:15:00,1166.5,CREDIT,OLA,UPI103269,SYNTH-INV-000499
SYNTH-LEDGER-000500,2026-06-26 21:02:00,2061.1,CREDIT,APOLLO PHARMACY,UPI-734612,SYNTH-INV-000500
SYNTH-LEDGER-000501,2026-06-23 16:12:00,591.53,DEBIT,Amazon India,UPI759286,SYNTH-INV-000501
SYNTH-LEDGER-000502,2026-06-10 14:08:00,447.56,CREDIT,BMS,UPI302722,SYNTH-INV-000502
SYNTH-LEDGER-000503,2026-06-13 14:11:00,3333.97,DEBIT,SWIGGY*BLR,UPI513563,SYNTH-INV-000503
SYNTH-LEDGER-000504,2026-05-26 17:00:00,955.92,CREDIT,Reliance Retail Ltd,UPI409633,SYNTH-INV-000504
SYNTH-LEDGER-000505,2026-07-12 07:10:00,1897.2,CREDIT,DOMINOS,UPI485285,SYNTH-INV-000505
SYNTH-LEDGER-000507,2026-07-27 23:30:00,3205.45,DEBIT,Nykaa E-Retail,UPI114400,SYNTH-INV-000507
SYNTH-LEDGER-000508,2026-05-21 13:50:00,1283.32,CREDIT,Uber Technologies,UPI376096,SYNTH-INV-000508
SYNTH-LEDGER-000509,2026-05-29 00:16:00,586.16,CREDIT,URBANCLAP,UPI638306,SYNTH-INV-000509
SYNTH-LEDGER-000510,2026-06-08 08:57:00,2547.03,CREDIT,METRO CASH & CARRY,UPI331008,SYNTH-INV-000510
SYNTH-LEDGER-000511,2026-07-09 07:09:00,1780.77,CREDIT,Big Basket,UPI630600,SYNTH-INV-000511
SYNTH-LEDGER-000512,2026-07-22 17:46:00,491.38,CREDIT,CROMA,UPI202695,SYNTH-INV-000512
SYNTH-LEDGER-000514,2026-07-12 22:11:00,421.87,CREDIT,DECATHLON INDIA,UPI527999,SYNTH-INV-000514
SYNTH-LEDGER-000515,2026-07-07 05:08:00,1568.14,CREDIT,Apollo Pharmacy Ltd,UPI894561,SYNTH-INV-000515
SYNTH-LEDGER-000516,2026-05-27 04:33:00,1147.12,CREDIT,METRO CASH & CARRY,UPI988081,SYNTH-INV-000516
SYNTH-LEDGER-000517,2026-07-09 21:19:00,949.44,CREDIT,Nykaa E-Retail,UPI-103602,SYNTH-INV-000517
SYNTH-LEDGER-000518,2026-05-19 06:52:00,1601.38,CREDIT,METRO RETAIL,UPI565841,SYNTH-INV-000518
SYNTH-LEDGER-000519,2026-07-22 20:32:00,1043.16,CREDIT,URBANCLAP,UPI-642300,SYNTH-INV-000519
SYNTH-LEDGER-000520,2026-05-15 18:03:00,440.67,CREDIT,Nykaa E-Retail,UPI320900,SYNTH-INV-000520
SYNTH-LEDGER-000521,2026-05-14 16:18:00,1480.04,CREDIT,IRCTC E-TICKETING,UPI851960,SYNTH-INV-000521
SYNTH-LEDGER-000522,2026-05-20 00:51:00,982.68,CREDIT,UBER INDIA,UPI705194,SYNTH-INV-000522
SYNTH-LEDGER-000525,2026-07-12 18:45:00,992.81,CREDIT,Reliance Retail Ltd,UPI742190,SYNTH-INV-000525
SYNTH-LEDGER-000526,2026-06-29 14:44:00,2055.7,DEBIT,Croma Electronics,UPI258813,SYNTH-INV-000526
SYNTH-LEDGER-000527,2026-06-01 21:06:00,3381.37,DEBIT,Flipkart Internet,UPI-786459,SYNTH-INV-000527
SYNTH-LEDGER-000528,2026-07-22 08:24:00,2271.56,CREDIT,URBAN COMPANY,UPI-378324,SYNTH-INV-000528
SYNTH-LEDGER-000529,2026-05-08 20:08:00,1136.57,CREDIT,BMS,UPI298649,SYNTH-INV-000529
SYNTH-LEDGER-000530,2026-06-13 07:15:00,1823.04,CREDIT,ZOMATO,UPI901012,SYNTH-INV-000530
SYNTH-LEDGER-000531,2026-06-08 03:50:00,5602.6,CREDIT,APOLLO PHARMACY,UPI972702,SYNTH-INV-000531
SYNTH-LEDGER-000532,2026-07-19 20:28:00,556.88,CREDIT,METRO INDIA,UPI423939,SYNTH-INV-000532
SYNTH-LEDGER-000533,2026-06-01 12:09:00,1156.19,CREDIT,APOLLO,UPI-932673,SYNTH-INV-000533
SYNTH-LEDGER-000534,2026-07-19 08:10:00,7393.37,CREDIT,Reliance Retail Ltd,UPI148001,SYNTH-INV-000534
SYNTH-LEDGER-000535,2026-07-05 20:52:00,3419.14,CREDIT,METRO INDIA,UPI538340,SYNTH-INV-000535
SYNTH-LEDGER-000536,2026-06-01 16:38:00,3582.1,CREDIT,RELIANCE DIGITAL,UPI717193,SYNTH-INV-000536
SYNTH-LEDGER-000537,2026-05-22 17:34:00,3608.83,CREDIT,Apollo Pharmacy Ltd,UPI640245,SYNTH-INV-000537
SYNTH-LEDGER-000538,2026-07-08 01:08:00,675.84,CREDIT,Reliance Retail Ltd,UPI535085,SYNTH-INV-000538
SYNTH-LEDGER-000539,2026-07-07 11:33:00,299.03,CREDIT,NYKAA.COM,UPI895009,SYNTH-INV-000539
SYNTH-LEDGER-000541,2026-05-23 01:36:00,749.49,DEBIT,METRO RETAIL,UPI703083,SYNTH-INV-000541
SYNTH-LEDGER-000542,2026-07-18 11:13:00,5577.31,DEBIT,BIGBASKET,UPI899746,SYNTH-INV-000542
SYNTH-LEDGER-000543,2026-07-15 07:08:00,1925.95,DEBIT,Swiggy India,UPI829217,SYNTH-INV-000543
SYNTH-LEDGER-000544,2026-05-16 06:32:00,1055.2,DEBIT,UBER INDIA,UPI674457,SYNTH-INV-000544
SYNTH-LEDGER-000545,2026-06-09 04:44:00,1433.8,DEBIT,METRO INDIA,UPI647258,SYNTH-INV-000545
SYNTH-LEDGER-000546,2026-05-10 10:35:00,738.42,DEBIT,ZOMATO*BANGALORE,UPI781226,SYNTH-INV-000546
SYNTH-LEDGER-000547,2026-06-21 23:49:00,893.63,DEBIT,BMS,UPI298106,SYNTH-INV-000547
SYNTH-LEDGER-000548,2026-07-26 16:28:00,2275.61,CREDIT,Nykaa E-Retail,UPI816214,SYNTH-INV-000548
SYNTH-LEDGER-000549,2026-05-18 09:19:00,1007.71,CREDIT,Ola Mobility,UPI-200592,SYNTH-INV-000549
SYNTH-LEDGER-000550,2026-07-17 21:11:00,1622.8,CREDIT,Urban Company India,UPI888754,SYNTH-INV-000550
SYNTH-LEDGER-000551,2026-05-09 00:22:00,366.36,DEBIT,Nykaa E-Retail,UPI-667971,SYNTH-INV-000551
SYNTH-LEDGER-000552,2026-06-13 16:15:00,1730.19,DEBIT,IRCTC E-TICKETING,UPI335489,SYNTH-INV-000552
SYNTH-LEDGER-000553,2026-05-16 05:34:00,432.38,CREDIT,Reliance Retail Ltd,UPI382299,SYNTH-INV-000553
SYNTH-LEDGER-000554,2026-07-12 15:57:00,716.86,CREDIT,Nykaa E-Retail,UPI152572,SYNTH-INV-000554
SYNTH-LEDGER-000555,2026-05-31 17:08:00,1329.63,DEBIT,IRCTC E-TICKETING,UPI433315,SYNTH-INV-000555
SYNTH-LEDGER-000556,2026-06-29 22:10:00,1653.56,CREDIT,Flipkart Internet,UPI-836033,SYNTH-INV-000556
SYNTH-LEDGER-000557,2026-07-03 18:34:00,1125.37,DEBIT,URBAN COMPANY,UPI694647,SYNTH-INV-000557
SYNTH-LEDGER-000558,2026-05-26 13:34:00,710.26,CREDIT,RELIANCE DIGITAL,UPI939681,SYNTH-INV-000558
SYNTH-LEDGER-000559,2026-07-23 21:19:00,1155.42,CREDIT,Croma Electronics,UPI-658525,SYNTH-INV-000559
SYNTH-LEDGER-000560,2026-07-02 03:42:00,1008.26,CREDIT,NYKAA.COM,UPI392293,SYNTH-INV-000560
SYNTH-LEDGER-000561,2026-06-20 23:41:00,954.5,DEBIT,MYNTRA,UPI680279,SYNTH-INV-000561
SYNTH-LEDGER-000562,2026-05-25 23:46:00,1300.28,CREDIT,FLIPKART,UPI169067,SYNTH-INV-000562
SYNTH-LEDGER-000563,2026-05-17 10:04:00,1809.39,CREDIT,ZOMATO*BANGALORE,UPI507630,SYNTH-INV-000563
SYNTH-LEDGER-000565,2026-07-16 00:45:00,3395.89,CREDIT,APOLLO PHARMACY,UPI223800,SYNTH-INV-000565
SYNTH-LEDGER-000567,2026-07-12 09:49:00,905.95,CREDIT,Nykaa E-Retail,UPI-856849,SYNTH-INV-000567
SYNTH-LEDGER-000568,2026-06-18 19:50:00,3821.56,CREDIT,APOLLO PHARMACY,UPI-357465,SYNTH-INV-000568
SYNTH-LEDGER-000569,2026-07-12 15:58:00,333.21,CREDIT,BIGBASKET,UPI942045,SYNTH-INV-000569
SYNTH-LEDGER-000570,2026-06-26 06:15:00,343.78,CREDIT,DECATHLON INDIA,UPI170893,SYNTH-INV-000570
SYNTH-LEDGER-000571,2026-07-29 02:05:00,762.05,CREDIT,NYKAA,UPI135948,SYNTH-INV-000571
SYNTH-LEDGER-000572,2026-07-17 23:12:00,826.78,CREDIT,Swiggy India,UPI678452,SYNTH-INV-000572
SYNTH-LEDGER-000573,2026-07-26 16:39:00,462.29,CREDIT,RELIANCE RETAIL,UPI-564023,SYNTH-INV-000573
SYNTH-LEDGER-000574,2026-06-17 23:50:00,1506.23,CREDIT,METRO RETAIL,UPI481614,SYNTH-INV-000574
SYNTH-LEDGER-000575,2026-06-05 13:32:00,2400.91,DEBIT,FLIPKART PAY,UPI230140,SYNTH-INV-000575
SYNTH-LEDGER-000576,2026-06-09 11:32:00,437.97,CREDIT,Croma Electronics,UPI-173298,SYNTH-INV-000576
SYNTH-LEDGER-000577,2026-07-01 05:04:00,594.57,CREDIT,OLA CABS,UPI-350243,SYNTH-INV-000577
SYNTH-LEDGER-000578,2026-05-16 06:29:00,1462.68,CREDIT,BOOKMYSHOW.COM,UPI658100,SYNTH-INV-000578
SYNTH-LEDGER-000579,2026-05-16 02:00:00,4716.09,DEBIT,METRO CASH & CARRY,UPI-200369,SYNTH-INV-000579
SYNTH-LEDGER-000580,2026-06-07 11:39:00,4564.19,CREDIT,Flipkart Internet,UPI834464,SYNTH-INV-000580
SYNTH-LEDGER-000581,2026-06-17 10:45:00,2062.61,CREDIT,Apollo Pharmacy Ltd,UPI-923138,SYNTH-INV-000581
SYNTH-LEDGER-000582,2026-07-28 02:01:00,345.63,DEBIT,DOMINO'S PIZZA,UPI-847388,SYNTH-INV-000582
SYNTH-LEDGER-000583,2026-06-16 11:23:00,684.38,CREDIT,Apollo Pharmacy Ltd,UPI228212,SYNTH-INV-000583
SYNTH-LEDGER-000584,2026-06-17 11:06:00,180.94,CREDIT,URBAN COMPANY,UPI134304,SYNTH-INV-000584
SYNTH-LEDGER-000586,2026-07-08 15:08:00,998.2,CREDIT,DOMINOS INDIA,UPI734385,SYNTH-INV-000586
SYNTH-LEDGER-000587,2026-06-30 13:08:00,1121.88,CREDIT,Flipkart Internet,UPI723332,SYNTH-INV-000587
SYNTH-LEDGER-000588,2026-06-16 09:28:00,2463.11,DEBIT,Big Basket,UPI355167,SYNTH-INV-000588
SYNTH-LEDGER-000589,2026-05-17 09:42:00,990.5,CREDIT,UBER INDIA,UPI374419,SYNTH-INV-000589
SYNTH-LEDGER-000590,2026-06-29 19:37:00,516.03,DEBIT,IRCTC,UPI257418,SYNTH-INV-000590
SYNTH-LEDGER-000591,2026-05-07 06:03:00,3510.1,CREDIT,Amazon India,UPI-286617,SYNTH-INV-000591
SYNTH-LEDGER-000592,2026-07-14 22:59:00,944.89,CREDIT,URBAN COMPANY,UPI811820,SYNTH-INV-000592
SYNTH-LEDGER-000593,2026-07-03 16:00:00,4807.46,CREDIT,IRCTC RAIL,UPI132422,SYNTH-INV-000593
SYNTH-LEDGER-000594,2026-06-01 05:09:00,10113.9,CREDIT,IRCTC E-TICKETING,UPI423914,SYNTH-INV-000594
SYNTH-LEDGER-000595,2026-05-18 02:00:00,687.85,CREDIT,METRO INDIA,UPI848236,SYNTH-INV-000595
SYNTH-LEDGER-000596,2026-05-30 08:39:00,506.85,DEBIT,BOOKMYSHOW,UPI288784,SYNTH-INV-000596
SYNTH-LEDGER-000597,2026-05-27 23:04:00,482.55,DEBIT,METRO CASH & CARRY,UPI-775787,SYNTH-INV-000597
SYNTH-LEDGER-000598,2026-05-05 13:34:00,528.83,DEBIT,UBER INDIA,UPI634005,SYNTH-INV-000598
SYNTH-LEDGER-000599,2026-05-10 22:06:00,1830.27,CREDIT,ZOMATO*BANGALORE,UPI216511,SYNTH-INV-000599
SYNTH-LEDGER-000600,2026-07-29 12:08:00,473.88,CREDIT,RELIANCE DIGITAL,UPI346464,SYNTH-INV-000600
SYNTH-LEDGER-000601,2026-06-30 02:52:00,558.17,CREDIT,MYNTRA PAY,UPI242350,SYNTH-INV-000601
SYNTH-LEDGER-000602,2026-06-21 22:42:00,831.78,CREDIT,AMAZON PAY,UPI-230484,SYNTH-INV-000602
SYNTH-LEDGER-000603,2026-05-08 06:01:00,680.85,CREDIT,AMAZON,UPI718408,SYNTH-INV-000603
SYNTH-LEDGER-000604,2026-06-03 20:30:00,696.23,CREDIT,Nykaa E-Retail,UPI178605,SYNTH-INV-000604
SYNTH-LEDGER-000605,2026-05-22 11:00:00,543.38,CREDIT,OLA CABS,UPI220742,SYNTH-INV-000605
SYNTH-LEDGER-000606,2026-05-07 01:41:00,4597.42,DEBIT,DOMINO'S PIZZA,UPI-991396,SYNTH-INV-000606
SYNTH-LEDGER-000607,2026-06-08 10:47:00,2011.78,CREDIT,Amazon India,UPI318088,SYNTH-INV-000607
SYNTH-LEDGER-000608,2026-05-09 22:41:00,7516.19,CREDIT,Urban Company India,UPI218793,SYNTH-INV-000608
SYNTH-LEDGER-000609,2026-05-25 10:53:00,3309.4,CREDIT,DOMINOS INDIA,UPI-421403,SYNTH-INV-000609
SYNTH-LEDGER-000610,2026-06-18 19:54:00,224.17,CREDIT,Big Basket,UPI467519,SYNTH-INV-000610
SYNTH-LEDGER-000611,2026-05-27 03:17:00,1613.98,DEBIT,Croma Electronics,UPI337407,SYNTH-INV-000611
SYNTH-LEDGER-000612,2026-05-05 05:54:00,525.24,CREDIT,DOMINO'S PIZZA,UPI683661,SYNTH-INV-000612
SYNTH-LEDGER-000613,2026-07-27 02:19:00,413.13,CREDIT,URBAN COMPANY,UPI-178963,SYNTH-INV-000613
SYNTH-LEDGER-000614,2026-05-18 18:56:00,2114.38,DEBIT,FLIPKART PAY,UPI328599,SYNTH-INV-000614
SYNTH-LEDGER-000615,2026-07-03 04:07:00,2950.93,DEBIT,SWIGGY,UPI696628,SYNTH-INV-000615
SYNTH-LEDGER-000616,2026-06-16 08:27:00,1203.61,CREDIT,Flipkart Internet,UPI830764,SYNTH-INV-000616
SYNTH-LEDGER-000617,2026-06-05 17:20:00,2033.16,DEBIT,Zomato Ltd,UPI579266,SYNTH-INV-000617
SYNTH-LEDGER-000618,2026-07-20 22:57:00,1151.12,CREDIT,CROMA,UPI498150,SYNTH-INV-000618
SYNTH-LEDGER-000619,2026-07-23 14:15:00,1084.79,CREDIT,UBER,UPI407672,SYNTH-INV-000619
SYNTH-LEDGER-000620,2026-06-03 09:16:00,261.85,DEBIT,APOLLO PHARMACY,UPI262797,SYNTH-INV-000620
SYNTH-LEDGER-000621,2026-06-19 15:04:00,644.46,DEBIT,RELIANCE DIGITAL,UPI-385049,SYNTH-INV-000621
SYNTH-LEDGER-000622,2026-05-29 08:07:00,1002.72,DEBIT,Reliance Retail Ltd,UPI958077,SYNTH-INV-000622
SYNTH-LEDGER-000623,2026-07-27 09:17:00,754.86,CREDIT,Ola Mobility,UPI287627,SYNTH-INV-000623
SYNTH-LEDGER-000624,2026-06-29 12:04:00,4211.06,DEBIT,NYKAA.COM,UPI353184,SYNTH-INV-000624
SYNTH-LEDGER-000626,2026-05-17 02:44:00,1534.0,CREDIT,DECATHLON INDIA,UPI493608,SYNTH-INV-000626
SYNTH-LEDGER-000627,2026-05-06 15:17:00,752.63,CREDIT,DOMINOS,UPI240616,SYNTH-INV-000627
SYNTH-LEDGER-000628,2026-05-26 01:30:00,607.3,CREDIT,Big Basket,UPI892454,SYNTH-INV-000628
SYNTH-LEDGER-000629,2026-05-03 09:22:00,1884.65,CREDIT,Zomato Ltd,UPI655320,SYNTH-INV-000629
SYNTH-LEDGER-000630,2026-05-10 11:03:00,737.21,CREDIT,IRCTC E-TICKETING,UPI236200,SYNTH-INV-000630
SYNTH-LEDGER-000631,2026-05-19 09:41:00,1502.48,CREDIT,Big Basket,UPI390887,SYNTH-INV-000631
SYNTH-LEDGER-000632,2026-06-16 12:58:00,945.35,CREDIT,AMAZON,UPI-914672,SYNTH-INV-000632
SYNTH-LEDGER-000633,2026-06-20 18:10:00,1573.85,CREDIT,IRCTC,UPI965870,SYNTH-INV-000633
SYNTH-LEDGER-000634,2026-05-05 21:23:00,1364.16,CREDIT,MYNTRA,UPI755085,SYNTH-INV-000634
SYNTH-LEDGER-000635,2026-05-30 07:53:00,943.26,CREDIT,BOOKMYSHOW.COM,UPI405645,SYNTH-INV-000635
SYNTH-LEDGER-000636,2026-05-30 00:26:00,433.82,DEBIT,BOOKMYSHOW,UPI341087,SYNTH-INV-000636
SYNTH-LEDGER-000637,2026-05-30 00:03:00,740.41,DEBIT,BMS,UPI636042,SYNTH-INV-000637
SYNTH-LEDGER-000638,2026-06-08 09:37:00,848.82,CREDIT,Nykaa E-Retail,UPI996853,SYNTH-INV-000638
SYNTH-LEDGER-000639,2026-06-13 12:21:00,1354.68,DEBIT,Big Basket,UPI803317,SYNTH-INV-000639
SYNTH-LEDGER-000640,2026-05-14 02:34:00,1285.89,CREDIT,DOMINO'S PIZZA,UPI559292,SYNTH-INV-000640
SYNTH-LEDGER-000641,2026-06-15 15:37:00,582.95,DEBIT,Myntra Designs,UPI671222,SYNTH-INV-000641
SYNTH-LEDGER-000642,2026-07-12 00:13:00,1256.19,CREDIT,Flipkart Internet,UPI-130135,SYNTH-INV-000642
SYNTH-LEDGER-000643,2026-05-24 08:19:00,799.41,CREDIT,BOOKMYSHOW.COM,UPI-169676,SYNTH-INV-000643
SYNTH-LEDGER-000645,2026-06-22 15:37:00,1114.61,DEBIT,Uber Technologies,UPI133204,SYNTH-INV-000645
SYNTH-LEDGER-000646,2026-05-22 03:15:00,1374.92,CREDIT,DECATHLON,UPI286635,SYNTH-INV-000646
SYNTH-LEDGER-000647,2026-07-17 18:32:00,1118.31,CREDIT,APOLLO,UPI741753,SYNTH-INV-000647
SYNTH-LEDGER-000648,2026-06-06 06:11:00,3470.36,DEBIT,Big Basket,UPI582837,SYNTH-INV-000648
SYNTH-LEDGER-000649,2026-07-03 23:53:00,836.64,DEBIT,Nykaa E-Retail,UPI215725,SYNTH-INV-000649
SYNTH-LEDGER-000650,2026-06-20 11:31:00,1272.16,DEBIT,OLA,UPI987266,SYNTH-INV-000650
SYNTH-LEDGER-000651,2026-07-05 16:42:00,1182.35,CREDIT,UBER,UPI412419,SYNTH-INV-000651
SYNTH-LEDGER-000652,2026-07-27 14:33:00,6617.55,CREDIT,IRCTC RAIL,UPI826150,SYNTH-INV-000652
SYNTH-LEDGER-000653,2026-05-07 15:28:00,1815.37,DEBIT,ZOMATO,UPI995103,SYNTH-INV-000653
SYNTH-LEDGER-000654,2026-07-21 12:54:00,1017.73,CREDIT,DECATHLON,UPI-351815,SYNTH-INV-000654
SYNTH-LEDGER-000655,2026-07-19 23:57:00,4807.28,CREDIT,Uber Technologies,UPI-163538,SYNTH-INV-000655
SYNTH-LEDGER-000656,2026-05-09 18:09:00,3610.67,DEBIT,Croma Electronics,UPI-652984,SYNTH-INV-000656
SYNTH-LEDGER-000657,2026-05-18 11:40:00,740.99,CREDIT,NYKAA,UPI786092,SYNTH-INV-000657
SYNTH-LEDGER-000658,2026-05-07 07:32:00,2492.57,CREDIT,SWIGGY,UPI504418,SYNTH-INV-000658
SYNTH-LEDGER-000659,2026-05-18 01:52:00,1974.88,DEBIT,SWIGGY*BLR,UPI330178,SYNTH-INV-000659
SYNTH-LEDGER-000660,2026-05-17 17:31:00,1123.15,CREDIT,RELIANCE RETAIL,UPI-549318,SYNTH-INV-000660
SYNTH-LEDGER-000661,2026-06-21 08:25:00,2702.01,CREDIT,FLIPKART,UPI885474,SYNTH-INV-000661
SYNTH-LEDGER-000662,2026-06-07 06:22:00,555.74,CREDIT,BOOKMYSHOW.COM,UPI330203,SYNTH-INV-000662
SYNTH-LEDGER-000663,2026-06-06 03:32:00,562.96,CREDIT,Myntra Designs,UPI795696,SYNTH-INV-000663
SYNTH-LEDGER-000664,2026-06-04 23:17:00,1024.28,CREDIT,DOMINOS INDIA,UPI671831,SYNTH-INV-000664
SYNTH-LEDGER-000665,2026-07-28 18:10:00,301.66,CREDIT,BIGBASKET INDIA,UPI-845309,SYNTH-INV-000665
SYNTH-LEDGER-000666,2026-07-04 23:52:00,327.05,CREDIT,Zomato Ltd,UPI978659,SYNTH-INV-000666
SYNTH-LEDGER-000667,2026-05-26 01:55:00,717.77,CREDIT,DOMINOS,UPI406232,SYNTH-INV-000667
SYNTH-LEDGER-000668,2026-06-18 03:31:00,2642.27,CREDIT,SWIGGY,UPI604474,SYNTH-INV-000668
SYNTH-LEDGER-000669,2026-07-23 19:31:00,437.45,DEBIT,NYKAA.COM,UPI351108,SYNTH-INV-000669
SYNTH-LEDGER-000670,2026-05-26 20:38:00,545.49,CREDIT,FLIPKART,UPI387645,SYNTH-INV-000670
SYNTH-LEDGER-000671,2026-07-13 18:44:00,1891.96,DEBIT,BOOKMYSHOW.COM,UPI556359,SYNTH-INV-000671
SYNTH-LEDGER-000672,2026-05-12 20:33:00,537.48,CREDIT,ZOMATO*BANGALORE,UPI826229,SYNTH-INV-000672
SYNTH-LEDGER-000673,2026-05-05 04:01:00,248.43,CREDIT,ZOMATO,UPI-628756,SYNTH-INV-000673
SYNTH-LEDGER-000674,2026-07-28 07:18:00,7022.98,CREDIT,BMS,UPI-419827,SYNTH-INV-000674
SYNTH-LEDGER-000675,2026-07-21 01:55:00,983.72,CREDIT,DOMINOS,UPI620905,SYNTH-INV-000675
SYNTH-LEDGER-000676,2026-06-24 19:12:00,2267.28,CREDIT,BIGBASKET INDIA,UPI275738,SYNTH-INV-000676
SYNTH-LEDGER-000677,2026-06-23 11:14:00,637.61,CREDIT,IRCTC RAIL,UPI286232,SYNTH-INV-000677
SYNTH-LEDGER-000678,2026-07-30 03:31:00,654.09,CREDIT,Uber Technologies,UPI579736,SYNTH-INV-000678
SYNTH-LEDGER-000679,2026-07-04 14:54:00,3402.44,CREDIT,URBANCLAP,UPI282580,SYNTH-INV-000679
SYNTH-LEDGER-000680,2026-05-17 12:53:00,927.44,CREDIT,BIGBASKET INDIA,UPI409831,SYNTH-INV-000680
SYNTH-LEDGER-000681,2026-06-17 04:54:00,1086.01,DEBIT,DOMINOS INDIA,UPI352815,SYNTH-INV-000681
SYNTH-LEDGER-000683,2026-06-06 02:33:00,4053.38,CREDIT,URBANCLAP,UPI-137210,SYNTH-INV-000683
SYNTH-LEDGER-000684,2026-07-13 22:19:00,1675.69,CREDIT,OLA,UPI281397,SYNTH-INV-000684
SYNTH-LEDGER-000685,2026-06-04 07:48:00,2365.55,CREDIT,RELIANCE RETAIL,UPI-856050,SYNTH-INV-000685
SYNTH-LEDGER-000686,2026-07-24 22:44:00,3276.73,DEBIT,MYNTRA PAY,UPI710973,SYNTH-INV-000686
SYNTH-LEDGER-000687,2026-05-03 00:34:00,1421.77,CREDIT,UBER INDIA,UPI-624458,SYNTH-INV-000687
SYNTH-LEDGER-000688,2026-05-02 23:42:00,517.59,CREDIT,URBAN COMPANY,UPI212149,SYNTH-INV-000688
SYNTH-LEDGER-000690,2026-06-10 07:42:00,749.63,CREDIT,FLIPKART,UPI-849086,SYNTH-INV-000690
SYNTH-LEDGER-000691,2026-06-29 10:06:00,1723.08,CREDIT,DECATHLON,UPI-872877,SYNTH-INV-000691
SYNTH-LEDGER-000692,2026-07-03 08:21:00,2774.59,CREDIT,SWIGGY*BLR,UPI537541,SYNTH-INV-000692
SYNTH-LEDGER-000693,2026-06-19 03:21:00,2777.74,DEBIT,AMAZON PAY,UPI637565,SYNTH-INV-000693
SYNTH-LEDGER-000694,2026-07-10 14:52:00,838.72,CREDIT,Swiggy India,UPI-629893,SYNTH-INV-000694
SYNTH-LEDGER-000695,2026-05-26 22:34:00,1045.23,CREDIT,Amazon India,UPI946243,SYNTH-INV-000695
SYNTH-LEDGER-000696,2026-05-20 07:30:00,4784.63,CREDIT,METRO RETAIL,UPI-252727,SYNTH-INV-000696
SYNTH-LEDGER-000697,2026-07-21 00:58:00,1002.7,CREDIT,UBER INDIA,UPI369251,SYNTH-INV-000697
SYNTH-LEDGER-000698,2026-05-10 21:35:00,2183.03,CREDIT,NYKAA,UPI857816,SYNTH-INV-000698
SYNTH-LEDGER-000699,2026-05-15 06:20:00,702.38,CREDIT,DECATHLON INDIA,UPI209878,SYNTH-INV-000699
SYNTH-LEDGER-000700,2026-05-23 16:11:00,368.59,CREDIT,Nykaa E-Retail,UPI688055,SYNTH-INV-000700
SYNTH-LEDGER-000701,2026-05-17 14:43:00,1683.1,DEBIT,BIGBASKET INDIA,UPI712369,SYNTH-INV-000701
SYNTH-LEDGER-000702,2026-06-16 05:36:00,860.53,CREDIT,BOOKMYSHOW,UPI117480,SYNTH-INV-000702
SYNTH-LEDGER-000703,2026-06-23 23:35:00,768.19,CREDIT,RELIANCE DIGITAL,UPI434364,SYNTH-INV-000703
SYNTH-LEDGER-000704,2026-07-08 10:43:00,5760.78,CREDIT,DOMINO'S PIZZA,UPI-247086,SYNTH-INV-000704
SYNTH-LEDGER-000705,2026-07-07 04:52:00,1234.58,DEBIT,DECATHLON INDIA,UPI-959510,SYNTH-INV-000705
SYNTH-LEDGER-000706,2026-05-27 11:23:00,1153.57,CREDIT,Apollo Pharmacy Ltd,UPI102011,SYNTH-INV-000706
SYNTH-LEDGER-000707,2026-05-17 14:31:00,11590.17,CREDIT,Apollo Pharmacy Ltd,UPI-328954,SYNTH-INV-000707
SYNTH-LEDGER-000708,2026-06-21 14:08:00,595.95,CREDIT,Reliance Retail Ltd,UPI224294,SYNTH-INV-000708
SYNTH-LEDGER-000709,2026-05-29 02:40:00,1690.88,CREDIT,Big Basket,UPI771566,SYNTH-INV-000709
SYNTH-LEDGER-000710,2026-06-21 10:30:00,3776.29,CREDIT,DOMINOS INDIA,UPI-378599,SYNTH-INV-000710
SYNTH-LEDGER-000711,2026-06-11 12:41:00,842.93,DEBIT,BMS,UPI-136782,SYNTH-INV-000711
SYNTH-LEDGER-000712,2026-07-22 10:58:00,2783.36,CREDIT,IRCTC RAIL,UPI544855,SYNTH-INV-000712
SYNTH-LEDGER-000713,2026-07-06 09:59:00,613.86,DEBIT,BMS,UPI118232,SYNTH-INV-000713
SYNTH-LEDGER-000714,2026-06-29 04:19:00,1033.13,CREDIT,AMAZON,UPI712252,SYNTH-INV-000714
SYNTH-LEDGER-000715,2026-05-29 03:15:00,669.71,CREDIT,Reliance Retail Ltd,UPI140448,SYNTH-INV-000715
SYNTH-LEDGER-000716,2026-06-02 15:03:00,5198.35,CREDIT,UBER INDIA,UPI-394453,SYNTH-INV-000716
SYNTH-LEDGER-000717,2026-05-14 23:49:00,767.24,DEBIT,Amazon India,UPI906006,SYNTH-INV-000717
SYNTH-LEDGER-000718,2026-05-09 18:55:00,1049.12,CREDIT,DOMINOS INDIA,UPI915054,SYNTH-INV-000718
SYNTH-LEDGER-000719,2026-05-05 00:28:00,770.98,CREDIT,ZOMATO,UPI908978,SYNTH-INV-000719
SYNTH-LEDGER-000720,2026-06-08 12:34:00,385.58,CREDIT,BIGBASKET,UPI-973121,SYNTH-INV-000720
SYNTH-LEDGER-000721,2026-07-11 12:28:00,5159.78,CREDIT,Zomato Ltd,UPI394617,SYNTH-INV-000721
